OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080318_0850,Field Msr/Obs,Water,,2008-03-18,08:50:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,137,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080318_0850,Field Msr/Obs,Water,,2008-03-18,08:50:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,594,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080401_1000,Field Msr/Obs,Water,,2008-04-01,10:00:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,84,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080401_1000,Field Msr/Obs,Water,,2008-04-01,10:00:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,509,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080415_0845,Field Msr/Obs,Water,,2008-04-15,08:45:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,87,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080415_0845,Field Msr/Obs,Water,,2008-04-15,08:45:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,597,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080429_0900,Field Msr/Obs,Water,,2008-04-29,09:00:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,76,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080429_0900,Field Msr/Obs,Water,,2008-04-29,09:00:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,507,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080513_0910,Field Msr/Obs,Water,,2008-05-13,09:10:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,76,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080513_0910,Field Msr/Obs,Water,,2008-05-13,09:10:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,502,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080529_0945,Field Msr/Obs,Water,,2008-05-29,09:45:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,70,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080529_0945,Field Msr/Obs,Water,,2008-05-29,09:45:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,439,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080609_0955,Field Msr/Obs,Water,,2008-06-09,09:55:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,69,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080609_0955,Field Msr/Obs,Water,,2008-06-09,09:55:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,407,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080624_0915,Field Msr/Obs,Water,,2008-06-24,09:15:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,93,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080624_0915,Field Msr/Obs,Water,,2008-06-24,09:15:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,300,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080708_0850,Field Msr/Obs,Water,,2008-07-08,08:50:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,79,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080708_0850,Field Msr/Obs,Water,,2008-07-08,08:50:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,174,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080722_0857,Field Msr/Obs,Water,,2008-07-22,08:57:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,71,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080722_0857,Field Msr/Obs,Water,,2008-07-22,08:57:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,173,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080806_0900,Field Msr/Obs,Water,,2008-08-06,09:00:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,74,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080806_0900,Field Msr/Obs,Water,,2008-08-06,09:00:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,154,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080819_1000,Field Msr/Obs,Water,,2008-08-19,10:00:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,85,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080819_1000,Field Msr/Obs,Water,,2008-08-19,10:00:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,164,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080904_0925,Field Msr/Obs,Water,,2008-09-04,09:25:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,74,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080904_0925,Field Msr/Obs,Water,,2008-09-04,09:25:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,178,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080916_0930,Field Msr/Obs,Water,,2008-09-16,09:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,71,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080916_0930,Field Msr/Obs,Water,,2008-09-16,09:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,144,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080930_0930,Field Msr/Obs,Water,,2008-09-30,09:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,72,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20080930_0930,Field Msr/Obs,Water,,2008-09-30,09:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,142,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20081015_0835,Field Msr/Obs,Water,,2008-10-15,08:35:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,72,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20081015_0835,Field Msr/Obs,Water,,2008-10-15,08:35:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,94,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20081113_0945,Field Msr/Obs,Water,,2008-11-13,09:45:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,53,ug/l,,Final,,Actual,,,,,,"TP-PO4 rerun on sample + Dup changed from .060,0.061,0.069, .070",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20081113_0945,Field Msr/Obs,Water,,2008-11-13,09:45:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,142,ug/l,,Final,,Actual,,,,,,"TP-PO4 rerun on sample + Dup changed from .060,0.061,0.069, .070",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20081125_0900,Field Msr/Obs,Water,,2008-11-25,09:00:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,70,ug/l,,Final,,Actual,,,,,,"TP-PO4 rerun on sample + Dup changed from .051,0.052,0.069, .068",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20081125_0900,Field Msr/Obs,Water,,2008-11-25,09:00:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,79,ug/l,,Final,,Actual,,,,,,"TP-PO4 rerun on sample + Dup changed from .051,0.052,0.069, .068",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20081209_0850,Field Msr/Obs,Water,,2008-12-09,08:50:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,71,ug/l,,Final,,Actual,,,,,,"TP-PO4 rerun changed from .065, .069",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20081209_0850,Field Msr/Obs,Water,,2008-12-09,08:50:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,96,ug/l,,Final,,Actual,,,,,,"TP-PO4 rerun changed from .065, .069",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090106_0905,Field Msr/Obs,Water,,2009-01-06,09:05:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,82,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090106_0905,Field Msr/Obs,Water,,2009-01-06,09:05:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,174,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090121_0845,Field Msr/Obs,Water,,2009-01-21,08:45:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,67,ug/l,,Final,,Actual,,,,,,"TP-PO4 rerun on Sample + Dup changed from .073,0.067,0.081, .076",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090121_0845,Field Msr/Obs,Water,,2009-01-21,08:45:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,94,ug/l,,Final,,Actual,,,,,,"TP-PO4 rerun on Sample + Dup changed from .073,0.067,0.081, .076",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090203_0915,Field Msr/Obs,Water,,2009-02-03,09:15:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,76,ug/l,,Final,,Actual,,,,,,"TP-PO4 rerun on sample + Dup changed from .076,0.077,0.072, .071",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090203_0915,Field Msr/Obs,Water,,2009-02-03,09:15:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,118,ug/l,,Final,,Actual,,,,,,"TP-PO4 rerun on sample + Dup changed from .076,0.077,0.072, .071",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090218_0915,Field Msr/Obs,Water,,2009-02-18,09:15:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,69,ug/l,,Final,,Actual,,,,,,"TP-PO4 rerun on sample + Dup changed from .065,0.069,0.073, .073",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090218_0915,Field Msr/Obs,Water,,2009-02-18,09:15:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,117,ug/l,,Final,,Actual,,,,,,"TP-PO4 rerun on sample + Dup changed from .065,0.069,0.073, .073",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090303_0920,Field Msr/Obs,Water,,2009-03-03,09:20:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,85,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090303_0920,Field Msr/Obs,Water,,2009-03-03,09:20:00,PST,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,197,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090317_0855,Field Msr/Obs,Water,,2009-03-17,08:55:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,77,ug/l,,Final,,Actual,,,,,,"TP-PO4 rerun on Sample + Dup changed from .077,0.081,0.086, .066",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090317_0855,Field Msr/Obs,Water,,2009-03-17,08:55:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,273,ug/l,,Final,,Actual,,,,,,"TP-PO4 rerun on Sample + Dup changed from .077,0.081,0.086, .066",,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090401_0920,Field Msr/Obs,Water,,2009-04-01,09:20:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,76,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090401_0920,Field Msr/Obs,Water,,2009-04-01,09:20:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,477,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090413_0930,Field Msr/Obs,Water,,2009-04-13,09:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,100,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090413_0930,Field Msr/Obs,Water,,2009-04-13,09:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,643,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090427_1130,Field Msr/Obs,Water,,2009-04-27,11:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,78,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090427_1130,Field Msr/Obs,Water,,2009-04-27,11:30:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,431,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090511_1025,Field Msr/Obs,Water,,2009-05-11,10:25:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,70,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090511_1025,Field Msr/Obs,Water,,2009-05-11,10:25:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,518,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090528_0935,Field Msr/Obs,Water,,2009-05-28,09:35:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,73,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090528_0935,Field Msr/Obs,Water,,2009-05-28,09:35:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,398,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090609_0945,Field Msr/Obs,Water,,2009-06-09,09:45:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Phosphorus,Total,65,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20090609_0945,Field Msr/Obs,Water,,2009-06-09,09:45:00,PDT,,,,0,m,,,,,,KT_TRIB_INAD,,KLAMATHTRIBES_WQX-WR6000,,,,,,,,,,Nitrogen,Total,340,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
